friction_event_id,transaction_id,customer_id,event_datetime,friction_type,resolution
33628,481027,42996,2026-04-21 16:44:00,Payment Decline,Resolved
33629,481029,49373,2026-09-24 13:10:00,Repeated Payment Attempt,Resolved
33630,481038,19295,2026-06-06 13:06:00,Payment Decline,Resolved
33631,481062,46926,2026-08-18 07:35:00,Payment Decline,Resolved After Retry
33632,481077,13671,2025-07-07 06:33:00,Payment Decline,Resolved
33633,481080,40501,2025-12-15 03:28:00,Repeated Payment Attempt,Resolved After Retry
33634,481082,26170,2025-02-16 19:29:00,Verification Required,Resolved
33635,481114,13321,2025-06-27 12:52:00,Payment Decline,Unresolved
33636,481130,45896,2025-09-14 17:22:00,Account Review,Resolved
33637,481134,26043,2025-09-01 00:12:00,Verification Required,Resolved
33638,481141,49270,2025-07-14 08:34:00,Account Review,Resolved
33639,481157,8252,2025-05-16 10:49:00,Payment Decline,Resolved
33640,481203,7547,2026-05-18 09:31:00,Verification Required,Resolved After Retry
33641,481210,16417,2025-05-22 18:35:00,Verification Required,Resolved After Retry
33642,481223,15360,2026-09-28 08:47:00,Payment Decline,Resolved
33643,481225,292,2026-06-24 05:15:00,Verification Required,Resolved After Retry
33644,481241,25809,2025-05-20 17:29:00,Payment Decline,Resolved
33645,481245,39272,2025-04-02 13:31:00,Verification Required,Resolved
33646,481249,48751,2025-08-14 20:46:00,Payment Decline,Resolved
33647,481255,46347,2025-09-14 04:21:00,Verification Required,Resolved After Retry
33648,481292,10123,2026-08-26 04:44:00,Account Review,Resolved
33649,481319,49131,2026-05-09 11:51:00,Repeated Payment Attempt,Resolved
33650,481329,36832,2025-09-15 19:40:00,Verification Required,Resolved
33651,481348,28278,2026-09-15 12:26:00,Payment Decline,Resolved
33652,481352,16842,2025-07-22 23:05:00,Payment Decline,Resolved After Retry
33653,481363,31499,2025-02-22 20:34:00,Payment Decline,Resolved
33654,481371,12194,2026-03-10 17:56:00,Account Review,Resolved
33655,481406,44672,2025-03-15 03:44:00,Payment Decline,Resolved
33656,481407,28259,2025-12-20 05:53:00,Repeated Payment Attempt,Resolved
33657,481432,27494,2025-11-09 16:52:00,Repeated Payment Attempt,Unresolved
33658,481456,35654,2025-05-28 13:39:00,Payment Decline,Resolved
33659,481459,4560,2025-02-01 20:40:00,Verification Required,Resolved
33660,481481,7099,2026-09-23 08:12:00,Payment Decline,Resolved
33661,481488,13057,2026-11-26 04:14:00,Payment Decline,Resolved
33662,481497,43235,2026-12-22 04:04:00,Repeated Payment Attempt,Resolved
33663,481509,48731,2026-03-08 20:05:00,Verification Required,Resolved After Retry
33664,481555,20638,2025-10-30 16:46:00,Account Review,Resolved After Retry
33665,481573,46982,2026-12-13 05:00:00,Repeated Payment Attempt,Resolved After Retry
33666,481575,24481,2025-01-18 09:46:00,Verification Required,Resolved
33667,481579,2342,2026-07-13 20:40:00,Account Review,Resolved
33668,481584,17411,2026-06-08 17:33:00,Payment Decline,Resolved After Retry
33669,481607,302,2026-12-08 18:45:00,Verification Required,Resolved
33670,481619,36584,2025-04-04 11:00:00,Verification Required,Resolved After Retry
33671,481622,23707,2025-05-05 23:37:00,Payment Decline,Resolved
33672,481630,15341,2026-08-26 18:55:00,Payment Decline,Resolved
33673,481638,49523,2025-04-04 15:36:00,Payment Decline,Resolved
33674,481663,4554,2025-10-26 05:35:00,Verification Required,Resolved
33675,481706,619,2025-08-07 15:06:00,Verification Required,Resolved After Retry
33676,481722,30398,2025-08-29 12:18:00,Payment Decline,Resolved
33677,481723,22828,2026-05-02 08:58:00,Payment Decline,Resolved After Retry
33678,481730,3382,2025-03-05 14:26:00,Payment Decline,Unresolved
33679,481732,30345,2026-11-23 04:51:00,Verification Required,Resolved After Retry
33680,481759,34471,2026-04-07 17:34:00,Repeated Payment Attempt,Unresolved
33681,481769,6358,2026-09-30 21:02:00,Payment Decline,Resolved
33682,481781,33550,2025-05-15 13:59:00,Verification Required,Resolved After Retry
33683,481786,2425,2025-09-28 01:29:00,Verification Required,Resolved After Retry
33684,481796,36973,2025-05-28 14:49:00,Verification Required,Resolved
33685,481810,26294,2025-08-19 00:27:00,Repeated Payment Attempt,Resolved
33686,481811,43676,2025-12-22 09:53:00,Repeated Payment Attempt,Resolved
33687,481816,22171,2026-04-10 21:08:00,Account Review,Resolved
33688,481867,23345,2025-08-19 01:35:00,Payment Decline,Resolved
33689,481895,39018,2025-08-31 13:39:00,Payment Decline,Resolved
33690,481901,30276,2026-01-31 02:53:00,Payment Decline,Resolved
33691,481912,3446,2026-08-28 09:18:00,Payment Decline,Resolved
33692,481915,40671,2026-02-26 03:32:00,Payment Decline,Resolved
33693,481920,47565,2026-04-02 09:43:00,Payment Decline,Unresolved
33694,481936,32802,2026-07-18 08:51:00,Payment Decline,Resolved
33695,481950,37932,2026-05-26 11:04:00,Repeated Payment Attempt,Resolved
33696,481958,10221,2026-01-31 13:47:00,Repeated Payment Attempt,Resolved After Retry
33697,481961,41952,2026-12-25 07:53:00,Payment Decline,Resolved
33698,481972,34286,2026-07-11 03:32:00,Payment Decline,Resolved
33699,481986,42398,2026-09-28 10:59:00,Payment Decline,Resolved
33700,481990,2811,2025-09-04 22:45:00,Payment Decline,Unresolved
33701,482012,43958,2025-05-30 03:12:00,Payment Decline,Resolved
33702,482013,11946,2025-09-29 10:41:00,Payment Decline,Resolved
33703,482023,46386,2025-01-16 10:34:00,Repeated Payment Attempt,Resolved
33704,482029,41695,2026-01-11 14:23:00,Payment Decline,Resolved
33705,482034,10432,2025-03-02 19:44:00,Account Review,Resolved After Retry
33706,482044,17710,2025-07-29 07:32:00,Account Review,Resolved
33707,482078,5298,2025-09-03 07:38:00,Payment Decline,Resolved
33708,482087,42957,2025-11-24 23:28:00,Payment Decline,Resolved
33709,482089,8566,2025-04-27 08:22:00,Payment Decline,Resolved
33710,482091,43930,2025-03-23 09:51:00,Payment Decline,Resolved
33711,482112,7558,2026-07-30 16:38:00,Verification Required,Resolved
33712,482113,20577,2025-11-20 15:31:00,Repeated Payment Attempt,Unresolved
33713,482115,35322,2026-01-23 03:07:00,Verification Required,Resolved
33714,482124,20318,2026-12-16 03:44:00,Payment Decline,Resolved After Retry
33715,482131,22210,2026-04-19 08:29:00,Verification Required,Resolved After Retry
33716,482142,33942,2025-10-11 14:07:00,Repeated Payment Attempt,Resolved
33717,482163,49314,2025-12-31 06:26:00,Verification Required,Resolved
33718,482178,27022,2026-12-26 17:14:00,Payment Decline,Resolved
33719,482198,33866,2025-01-08 10:38:00,Payment Decline,Unresolved
33720,482199,38903,2025-07-03 12:25:00,Verification Required,Resolved
33721,482209,33719,2025-06-01 15:57:00,Payment Decline,Resolved
33722,482217,12633,2025-07-30 20:18:00,Payment Decline,Resolved
33723,482218,33808,2025-03-02 03:11:00,Payment Decline,Resolved After Retry
33724,482221,6263,2025-03-17 22:47:00,Verification Required,Unresolved
33725,482265,16369,2026-02-08 13:19:00,Verification Required,Resolved
33726,482278,15639,2026-12-30 10:12:00,Payment Decline,Resolved After Retry
33727,482279,11515,2026-12-01 03:27:00,Repeated Payment Attempt,Resolved After Retry
33728,482294,17437,2025-01-30 04:13:00,Repeated Payment Attempt,Resolved
33729,482316,15140,2025-04-18 10:18:00,Account Review,Resolved
33730,482332,15270,2026-08-21 15:23:00,Payment Decline,Resolved
33731,482337,49726,2025-11-15 04:34:00,Account Review,Resolved
33732,482373,857,2026-09-02 11:41:00,Repeated Payment Attempt,Resolved After Retry
33733,482395,20523,2025-11-01 12:19:00,Verification Required,Resolved
33734,482439,13027,2025-11-28 19:50:00,Account Review,Unresolved
33735,482440,12708,2025-01-20 07:26:00,Verification Required,Resolved
33736,482471,13740,2026-05-05 15:03:00,Verification Required,Resolved
33737,482474,4725,2025-04-23 12:41:00,Account Review,Resolved
33738,482484,11910,2025-05-17 17:54:00,Payment Decline,Resolved After Retry
33739,482515,42628,2026-08-08 01:53:00,Payment Decline,Resolved
33740,482540,26177,2026-12-16 01:29:00,Payment Decline,Resolved
33741,482555,12806,2025-05-10 09:19:00,Payment Decline,Resolved After Retry
33742,482558,41829,2026-05-22 17:17:00,Verification Required,Resolved
33743,482566,3815,2026-03-01 02:51:00,Verification Required,Resolved After Retry
33744,482589,31668,2026-07-14 04:42:00,Payment Decline,Unresolved
33745,482591,2250,2026-03-08 12:34:00,Payment Decline,Resolved After Retry
33746,482593,18509,2025-10-03 07:15:00,Payment Decline,Resolved After Retry
33747,482601,42560,2026-04-25 15:50:00,Payment Decline,Resolved
33748,482621,29818,2025-02-11 18:49:00,Repeated Payment Attempt,Unresolved
33749,482632,37334,2025-03-31 15:04:00,Account Review,Resolved
33750,482635,32178,2026-06-18 05:16:00,Payment Decline,Resolved
33751,482657,14217,2025-04-23 04:54:00,Payment Decline,Resolved After Retry
33752,482668,34061,2025-07-15 04:33:00,Verification Required,Resolved
33753,482677,48279,2026-06-14 11:09:00,Payment Decline,Resolved
33754,482682,20073,2026-04-20 15:02:00,Account Review,Resolved
33755,482703,16457,2025-02-11 07:55:00,Payment Decline,Resolved
33756,482716,5236,2026-06-27 09:17:00,Verification Required,Resolved
33757,482736,47160,2025-11-21 00:02:00,Repeated Payment Attempt,Resolved
33758,482788,16475,2025-05-28 05:21:00,Verification Required,Resolved
33759,482811,3486,2026-03-23 15:13:00,Repeated Payment Attempt,Resolved
33760,482817,17797,2025-12-14 14:39:00,Repeated Payment Attempt,Resolved
33761,482875,28177,2025-06-20 18:42:00,Payment Decline,Resolved
33762,482878,21151,2026-04-28 13:42:00,Repeated Payment Attempt,Resolved
33763,482885,33877,2025-05-06 08:27:00,Account Review,Resolved
33764,482887,24012,2026-01-09 02:09:00,Account Review,Resolved
33765,482894,32765,2025-12-16 18:41:00,Payment Decline,Resolved
33766,482898,26645,2026-01-17 05:13:00,Repeated Payment Attempt,Resolved After Retry
33767,482910,32314,2025-03-16 06:13:00,Repeated Payment Attempt,Resolved
33768,482913,3476,2026-09-12 04:36:00,Verification Required,Unresolved
33769,482918,21169,2025-06-08 05:10:00,Payment Decline,Resolved
33770,482939,38851,2026-03-05 03:22:00,Repeated Payment Attempt,Resolved
33771,482972,19351,2026-02-08 22:13:00,Payment Decline,Resolved
33772,483003,24418,2025-06-13 17:20:00,Payment Decline,Resolved
33773,483018,44442,2026-07-24 15:54:00,Repeated Payment Attempt,Resolved
33774,483040,29834,2025-06-24 12:59:00,Payment Decline,Resolved
33775,483054,48056,2026-09-07 01:12:00,Payment Decline,Resolved
33776,483059,13995,2025-11-01 19:35:00,Account Review,Resolved After Retry
33777,483093,11882,2025-05-29 18:27:00,Repeated Payment Attempt,Resolved
33778,483098,17980,2025-06-25 17:47:00,Verification Required,Resolved
33779,483101,31377,2026-10-21 05:29:00,Verification Required,Resolved
33780,483104,21693,2026-01-02 05:32:00,Verification Required,Resolved
33781,483118,22922,2025-05-09 06:03:00,Repeated Payment Attempt,Unresolved
33782,483135,8383,2025-10-01 14:51:00,Verification Required,Resolved
33783,483148,8976,2026-01-26 12:46:00,Account Review,Resolved
33784,483175,539,2026-01-16 20:39:00,Repeated Payment Attempt,Resolved After Retry
33785,483177,44365,2025-04-01 09:36:00,Verification Required,Resolved After Retry
33786,483181,3901,2026-09-09 08:32:00,Payment Decline,Unresolved
33787,483198,37797,2025-04-02 17:07:00,Repeated Payment Attempt,Resolved After Retry
33788,483203,16123,2026-05-19 05:26:00,Payment Decline,Resolved
33789,483206,34212,2025-07-08 13:21:00,Repeated Payment Attempt,Resolved
33790,483230,31351,2025-10-15 18:51:00,Payment Decline,Resolved
33791,483239,28910,2026-09-19 20:32:00,Verification Required,Resolved
33792,483244,28743,2025-08-18 05:11:00,Account Review,Resolved
33793,483249,40787,2026-06-23 13:56:00,Payment Decline,Resolved
33794,483250,3438,2025-07-06 16:02:00,Verification Required,Resolved
33795,483274,25696,2026-10-21 19:28:00,Payment Decline,Resolved
33796,483295,9340,2025-10-02 03:36:00,Account Review,Resolved
33797,483296,5764,2026-05-19 08:06:00,Payment Decline,Resolved After Retry
33798,483316,14890,2025-12-03 06:23:00,Payment Decline,Resolved
33799,483323,11002,2026-01-05 14:37:00,Payment Decline,Resolved
33800,483328,31619,2026-02-21 14:36:00,Account Review,Resolved
33801,483342,41039,2025-07-13 18:32:00,Payment Decline,Resolved
33802,483372,27904,2025-03-25 09:55:00,Payment Decline,Resolved
33803,483376,16399,2025-08-16 18:13:00,Payment Decline,Resolved After Retry
33804,483378,43709,2025-07-19 04:44:00,Payment Decline,Resolved
33805,483450,135,2025-10-14 00:18:00,Repeated Payment Attempt,Resolved
33806,483475,11859,2025-06-23 17:30:00,Payment Decline,Resolved After Retry
33807,483482,37365,2025-08-15 21:47:00,Payment Decline,Resolved After Retry
33808,483483,20103,2025-09-13 17:35:00,Payment Decline,Resolved
33809,483485,5784,2025-04-07 10:06:00,Payment Decline,Resolved
33810,483488,16193,2025-01-20 04:04:00,Payment Decline,Resolved
33811,483504,16974,2025-01-12 11:22:00,Verification Required,Resolved After Retry
33812,483551,6657,2025-02-12 03:00:00,Payment Decline,Resolved
33813,483575,24132,2025-03-25 14:34:00,Payment Decline,Resolved
33814,483580,14648,2025-10-16 05:25:00,Payment Decline,Resolved
33815,483612,46671,2025-04-24 07:10:00,Payment Decline,Unresolved
33816,483613,13030,2025-10-18 16:40:00,Account Review,Resolved
33817,483614,36481,2025-09-01 06:13:00,Payment Decline,Resolved
33818,483623,10012,2025-05-16 23:40:00,Payment Decline,Resolved
33819,483631,10331,2026-03-02 14:52:00,Payment Decline,Resolved After Retry
33820,483634,14524,2026-12-20 14:34:00,Payment Decline,Resolved After Retry
33821,483641,798,2026-10-10 17:05:00,Payment Decline,Resolved After Retry
33822,483668,2671,2026-02-19 17:23:00,Payment Decline,Resolved
33823,483671,38460,2025-07-29 14:31:00,Verification Required,Resolved After Retry
33824,483677,42373,2025-05-16 14:53:00,Payment Decline,Resolved
33825,483685,33049,2025-12-20 18:17:00,Payment Decline,Resolved
33826,483694,38120,2025-04-18 02:15:00,Payment Decline,Resolved
33827,483701,15814,2025-08-10 20:41:00,Payment Decline,Resolved
33828,483715,14422,2026-09-25 11:31:00,Payment Decline,Resolved
33829,483735,14452,2025-04-22 23:38:00,Repeated Payment Attempt,Resolved After Retry
33830,483750,13947,2025-09-28 02:16:00,Verification Required,Resolved
33831,483766,45937,2026-07-23 17:27:00,Payment Decline,Resolved
33832,483776,40583,2026-03-07 09:09:00,Verification Required,Unresolved
33833,483777,30042,2025-03-28 15:14:00,Verification Required,Resolved
33834,483782,36018,2026-12-03 17:27:00,Verification Required,Resolved
33835,483804,20303,2026-09-02 01:56:00,Payment Decline,Unresolved
33836,483819,6856,2025-06-20 07:26:00,Account Review,Resolved After Retry
33837,483825,48210,2025-12-08 10:16:00,Payment Decline,Resolved
33838,483846,37848,2026-07-05 00:28:00,Verification Required,Resolved
33839,483852,25324,2026-07-03 09:26:00,Payment Decline,Resolved
33840,483915,654,2025-06-27 22:14:00,Verification Required,Unresolved
33841,483940,46235,2025-06-01 14:02:00,Verification Required,Resolved
33842,483952,34939,2025-05-22 15:21:00,Payment Decline,Unresolved
33843,483954,1454,2026-01-14 01:35:00,Repeated Payment Attempt,Resolved
33844,483982,4466,2026-03-05 13:24:00,Payment Decline,Resolved
33845,484035,3817,2025-02-05 22:48:00,Payment Decline,Resolved After Retry
33846,484058,28198,2025-08-29 07:01:00,Payment Decline,Resolved
33847,484110,37260,2026-09-02 11:30:00,Verification Required,Resolved
33848,484129,47351,2025-06-21 01:43:00,Repeated Payment Attempt,Resolved
33849,484140,26698,2025-02-07 13:48:00,Payment Decline,Resolved
33850,484151,6163,2026-05-23 04:05:00,Payment Decline,Resolved
33851,484179,37212,2026-01-02 23:30:00,Verification Required,Resolved After Retry
33852,484187,23850,2025-04-28 23:37:00,Verification Required,Resolved
33853,484190,28913,2025-12-25 00:32:00,Verification Required,Resolved
33854,484213,21774,2025-11-12 06:38:00,Payment Decline,Resolved After Retry
33855,484260,1818,2026-04-20 23:36:00,Payment Decline,Resolved
33856,484262,38309,2026-03-06 12:38:00,Payment Decline,Resolved
33857,484313,36381,2026-01-21 21:18:00,Verification Required,Unresolved
33858,484339,48108,2026-11-28 12:45:00,Repeated Payment Attempt,Resolved
33859,484357,28967,2026-11-10 23:25:00,Repeated Payment Attempt,Resolved
33860,484358,32404,2025-07-14 10:26:00,Verification Required,Resolved
33861,484385,18051,2025-10-10 07:43:00,Payment Decline,Resolved
33862,484389,5954,2025-06-22 13:27:00,Verification Required,Resolved
33863,484423,24390,2025-03-26 20:26:00,Payment Decline,Resolved
33864,484457,20628,2025-09-06 23:01:00,Payment Decline,Unresolved
33865,484473,16906,2025-12-21 18:11:00,Verification Required,Unresolved
33866,484477,43414,2025-01-23 09:45:00,Payment Decline,Resolved After Retry
33867,484480,41863,2026-07-05 17:54:00,Payment Decline,Resolved After Retry
33868,484500,16836,2026-11-20 09:52:00,Verification Required,Resolved
33869,484503,39295,2025-12-21 11:31:00,Payment Decline,Resolved
33870,484526,22375,2025-10-25 05:19:00,Verification Required,Unresolved
33871,484533,20730,2025-12-16 18:56:00,Payment Decline,Resolved
33872,484535,7973,2026-07-15 18:53:00,Payment Decline,Resolved
33873,484551,21379,2026-09-25 18:59:00,Payment Decline,Resolved
33874,484581,14282,2026-05-26 06:55:00,Verification Required,Resolved After Retry
33875,484593,15240,2025-12-13 21:59:00,Verification Required,Resolved
33876,484601,7235,2025-04-25 01:34:00,Payment Decline,Unresolved
33877,484655,49778,2025-12-18 12:44:00,Repeated Payment Attempt,Unresolved
33878,484664,43112,2025-09-22 00:36:00,Payment Decline,Resolved
33879,484669,5228,2026-03-11 11:31:00,Repeated Payment Attempt,Resolved
33880,484695,48974,2025-04-07 08:31:00,Payment Decline,Resolved
33881,484733,16219,2025-11-17 03:26:00,Payment Decline,Resolved
33882,484772,47351,2025-09-13 04:42:00,Verification Required,Resolved
33883,484773,47092,2025-11-16 08:04:00,Payment Decline,Resolved After Retry
33884,484774,42024,2026-10-26 13:33:00,Repeated Payment Attempt,Resolved
33885,484781,15954,2026-08-28 17:55:00,Verification Required,Resolved
33886,484785,35766,2025-09-16 23:13:00,Payment Decline,Resolved
33887,484793,42094,2025-03-02 20:17:00,Repeated Payment Attempt,Resolved
33888,484794,43021,2025-03-24 04:22:00,Verification Required,Resolved
33889,484828,27461,2026-07-02 00:42:00,Payment Decline,Resolved After Retry
33890,484838,21096,2026-01-16 03:20:00,Repeated Payment Attempt,Resolved
33891,484844,4540,2026-04-16 00:17:00,Verification Required,Resolved
33892,484850,27260,2025-05-03 15:52:00,Payment Decline,Resolved
33893,484870,17070,2025-05-24 00:07:00,Payment Decline,Resolved
33894,484871,31156,2025-02-10 19:42:00,Verification Required,Resolved
33895,484883,31417,2026-06-25 00:29:00,Repeated Payment Attempt,Resolved
33896,484901,8071,2025-02-24 09:51:00,Payment Decline,Resolved After Retry
33897,484906,24075,2025-02-13 16:11:00,Verification Required,Resolved
33898,484909,42802,2026-06-21 19:35:00,Payment Decline,Unresolved
33899,484918,17812,2026-08-27 06:54:00,Payment Decline,Resolved
33900,484929,37316,2026-08-21 01:44:00,Repeated Payment Attempt,Resolved
33901,484931,42005,2025-06-07 22:56:00,Verification Required,Resolved
33902,484946,20711,2025-04-24 11:39:00,Verification Required,Resolved
33903,484955,19303,2025-12-02 23:09:00,Repeated Payment Attempt,Resolved
33904,484964,754,2026-07-29 21:10:00,Payment Decline,Resolved
33905,484985,49225,2025-01-21 02:17:00,Repeated Payment Attempt,Resolved
33906,484986,31193,2026-06-06 03:07:00,Payment Decline,Unresolved
33907,484994,42881,2025-06-03 10:08:00,Payment Decline,Unresolved
33908,484995,42105,2026-09-18 02:18:00,Payment Decline,Resolved
33909,484999,24972,2026-10-09 04:25:00,Payment Decline,Resolved
33910,485000,17084,2026-05-19 02:18:00,Payment Decline,Resolved
33911,485001,4901,2026-05-15 06:10:00,Repeated Payment Attempt,Resolved
33912,485016,48770,2025-12-28 01:41:00,Payment Decline,Resolved
33913,485017,38157,2026-10-08 00:53:00,Verification Required,Resolved
33914,485022,19614,2026-09-29 03:59:00,Payment Decline,Resolved
33915,485026,14042,2026-09-08 00:04:00,Payment Decline,Resolved After Retry
33916,485067,25208,2026-01-31 18:41:00,Payment Decline,Resolved After Retry
33917,485076,7593,2025-05-30 19:01:00,Payment Decline,Resolved After Retry
33918,485088,42759,2026-03-27 23:36:00,Verification Required,Resolved
33919,485109,41815,2025-10-31 16:33:00,Account Review,Resolved After Retry
33920,485118,23877,2025-04-18 20:12:00,Payment Decline,Resolved After Retry
33921,485119,43823,2026-12-02 05:44:00,Verification Required,Unresolved
33922,485161,39507,2025-08-07 16:32:00,Payment Decline,Resolved After Retry
33923,485164,44355,2026-05-24 19:36:00,Repeated Payment Attempt,Resolved
33924,485169,2125,2026-08-08 22:10:00,Verification Required,Resolved
33925,485178,34865,2026-08-09 18:13:00,Repeated Payment Attempt,Resolved
33926,485182,15382,2026-06-17 03:00:00,Verification Required,Resolved
33927,485205,35705,2026-10-10 14:42:00,Payment Decline,Unresolved
33928,485206,30774,2026-12-19 18:15:00,Payment Decline,Resolved
33929,485224,2732,2025-01-11 07:42:00,Repeated Payment Attempt,Resolved
33930,485253,26436,2025-10-04 03:04:00,Repeated Payment Attempt,Resolved
33931,485270,19953,2026-01-07 04:51:00,Repeated Payment Attempt,Resolved
33932,485273,49051,2025-08-01 15:45:00,Payment Decline,Resolved After Retry
33933,485288,5807,2025-05-16 06:34:00,Account Review,Resolved
33934,485293,7587,2026-06-27 02:06:00,Payment Decline,Unresolved
33935,485311,27591,2026-10-08 02:02:00,Verification Required,Unresolved
33936,485317,37355,2026-11-17 05:00:00,Verification Required,Resolved After Retry
33937,485348,35478,2026-01-02 06:09:00,Verification Required,Resolved
33938,485394,9751,2025-08-30 06:37:00,Repeated Payment Attempt,Unresolved
33939,485406,30562,2026-06-30 01:07:00,Payment Decline,Resolved After Retry
33940,485420,19511,2026-11-06 07:29:00,Payment Decline,Unresolved
33941,485421,35940,2025-08-12 18:38:00,Payment Decline,Resolved After Retry
33942,485427,24004,2025-05-27 03:43:00,Payment Decline,Unresolved
33943,485429,10480,2025-02-18 23:44:00,Payment Decline,Resolved
33944,485430,28496,2026-12-29 12:47:00,Payment Decline,Resolved
33945,485438,17882,2026-10-15 18:42:00,Account Review,Resolved
33946,485439,28038,2025-09-15 13:18:00,Payment Decline,Resolved
33947,485450,33028,2026-01-24 14:28:00,Payment Decline,Resolved
33948,485492,31372,2025-01-21 18:12:00,Verification Required,Resolved After Retry
33949,485494,38781,2026-11-17 12:09:00,Payment Decline,Resolved After Retry
33950,485524,32031,2025-12-16 09:54:00,Payment Decline,Resolved
33951,485541,38204,2026-07-24 11:13:00,Payment Decline,Resolved
33952,485549,29770,2026-02-19 17:23:00,Verification Required,Resolved
33953,485558,13041,2026-08-20 02:57:00,Payment Decline,Resolved
33954,485563,12846,2025-01-06 10:06:00,Payment Decline,Resolved After Retry
33955,485567,45276,2025-08-14 04:59:00,Payment Decline,Resolved
33956,485594,41263,2026-05-21 16:49:00,Account Review,Resolved
33957,485602,18444,2026-09-24 09:48:00,Payment Decline,Resolved
33958,485623,49388,2026-02-06 09:38:00,Payment Decline,Resolved
33959,485643,1966,2026-09-02 06:14:00,Repeated Payment Attempt,Resolved After Retry
33960,485651,26963,2026-12-10 07:17:00,Payment Decline,Resolved
33961,485657,3628,2025-06-14 03:49:00,Verification Required,Resolved After Retry
33962,485661,3968,2026-11-15 19:37:00,Verification Required,Resolved
33963,485699,38187,2026-12-22 07:42:00,Repeated Payment Attempt,Resolved
33964,485703,46424,2026-02-22 12:52:00,Repeated Payment Attempt,Resolved
33965,485709,27368,2025-02-24 11:25:00,Verification Required,Resolved
33966,485711,26640,2026-06-29 09:23:00,Repeated Payment Attempt,Resolved
33967,485761,5615,2026-05-23 01:26:00,Repeated Payment Attempt,Unresolved
33968,485769,27925,2025-09-15 15:24:00,Verification Required,Resolved After Retry
33969,485796,22928,2026-01-05 17:53:00,Repeated Payment Attempt,Resolved
33970,485826,38064,2025-01-29 09:05:00,Payment Decline,Resolved
33971,485842,36909,2025-06-18 15:40:00,Verification Required,Resolved After Retry
33972,485843,8996,2026-08-24 19:01:00,Repeated Payment Attempt,Resolved
33973,485852,13810,2026-02-18 11:13:00,Verification Required,Resolved
33974,485855,35599,2026-04-06 00:42:00,Verification Required,Resolved After Retry
33975,485860,20204,2025-12-02 16:33:00,Repeated Payment Attempt,Resolved
33976,485861,46258,2025-01-03 07:41:00,Verification Required,Resolved
33977,485868,4120,2025-03-23 17:11:00,Verification Required,Resolved
33978,485876,7242,2026-01-24 17:54:00,Payment Decline,Resolved
33979,485893,3488,2026-11-28 00:19:00,Repeated Payment Attempt,Resolved
33980,485923,27320,2026-01-21 18:34:00,Account Review,Unresolved
33981,485924,41571,2025-05-31 21:30:00,Payment Decline,Resolved After Retry
33982,485927,19235,2025-08-02 16:54:00,Account Review,Resolved
33983,485931,105,2026-03-01 22:37:00,Payment Decline,Unresolved
33984,485954,36981,2026-12-29 03:11:00,Repeated Payment Attempt,Resolved
33985,485963,22071,2025-11-18 21:35:00,Repeated Payment Attempt,Resolved After Retry
33986,485969,16327,2026-02-28 09:10:00,Repeated Payment Attempt,Unresolved
33987,485973,19065,2025-10-06 13:17:00,Repeated Payment Attempt,Unresolved
33988,486007,46006,2025-09-21 22:02:00,Payment Decline,Resolved
33989,486020,36892,2026-08-14 07:35:00,Payment Decline,Resolved After Retry
33990,486023,40711,2026-05-05 14:09:00,Payment Decline,Resolved
33991,486047,33683,2025-02-23 16:25:00,Payment Decline,Unresolved
33992,486049,45830,2026-12-05 15:56:00,Payment Decline,Resolved
33993,486050,48252,2026-04-12 23:00:00,Payment Decline,Resolved
33994,486053,34603,2025-06-17 21:16:00,Verification Required,Resolved After Retry
33995,486056,23285,2025-11-27 01:07:00,Payment Decline,Resolved
33996,486062,48661,2025-12-31 06:30:00,Account Review,Resolved
33997,486104,1670,2025-11-04 07:46:00,Verification Required,Unresolved
33998,486117,19932,2025-11-27 20:44:00,Payment Decline,Resolved
33999,486159,5109,2025-11-07 12:09:00,Payment Decline,Resolved
34000,486166,27800,2026-10-22 11:43:00,Payment Decline,Resolved
34001,486173,1427,2026-11-30 17:45:00,Payment Decline,Resolved
34002,486176,21921,2026-11-01 22:52:00,Payment Decline,Resolved
34003,486208,44691,2026-12-07 04:48:00,Verification Required,Resolved
34004,486216,48838,2025-04-21 18:09:00,Verification Required,Resolved
34005,486222,23959,2026-06-10 11:46:00,Repeated Payment Attempt,Resolved
34006,486253,28690,2025-03-21 13:43:00,Payment Decline,Resolved
34007,486266,1850,2025-08-10 20:31:00,Payment Decline,Unresolved
34008,486270,5751,2025-11-09 09:30:00,Account Review,Resolved
34009,486284,9281,2025-10-24 07:08:00,Payment Decline,Resolved
34010,486312,31114,2026-04-29 16:20:00,Payment Decline,Unresolved
34011,486331,19415,2025-04-26 19:43:00,Payment Decline,Resolved
34012,486336,48098,2025-04-05 17:06:00,Verification Required,Resolved After Retry
34013,486337,35231,2026-11-05 11:38:00,Payment Decline,Resolved
34014,486350,30706,2026-05-26 20:40:00,Payment Decline,Resolved
34015,486356,3113,2025-04-18 07:49:00,Verification Required,Resolved
34016,486395,13524,2025-10-18 02:02:00,Payment Decline,Resolved
34017,486435,7151,2025-06-07 05:51:00,Payment Decline,Resolved
34018,486457,13757,2026-01-15 04:17:00,Payment Decline,Resolved
34019,486475,39712,2025-04-30 17:12:00,Verification Required,Resolved
34020,486491,23640,2026-10-24 06:58:00,Verification Required,Resolved After Retry
34021,486492,36369,2026-01-06 09:54:00,Payment Decline,Resolved
34022,486518,6057,2026-05-28 20:57:00,Payment Decline,Resolved
